index,comment,n_star,date_time,label
105,"Mua gần 1 tháng. Máy cũng ổn, chụp hình đẹp. Mỗi tội lúc chụp hình lưu hình hơi chậm, lệch tay đi 1 chút là hư luôn bức hình. Với 1 điểm nữa là trời hơi tối chụp nhá flash cũng lưu hình chậm. Còn lại là ổn =)))",4,4/12/2019,{CAMERA#Positive};{PERFORMANCE#Negative};{GENERAL#Neutral};{OTHERS};
106,"Mình mua máy hôm qua,về dung hôm nay mới đanh giá được,nói chung máy dùng mọi thứ đều ok ngoại trừ viên pin 5k hơi thất vọng.Còn nhân viên ở bán hàng thật chu đáo nhiệt tình, cho luôn 5sao.",5,7/3/2020,{BATTERY#Negative};{GENERAL#Positive};{SER&ACC#Positive};
107,Máy vivo y11 sạc pin từ 1% đến 100% là hết bao lâu vậy ạ !? Và máy không hỗ trợ sạc nhanh nhưng mình sạc cốc sạc q.c 3.0 hoặc 4.0 có được ko !?,5,15/11/2019,{OTHERS};
108,Mình mới mua hôm giảm giá 7.990.000 về cập nhật lên được Android 10.emui10 phải nói là sản phẩm quá tuyệt vời với tầm giá này em này không có gì để chê cả..kể cả phần cứng lẫn phần mềm.,5,3/3/2020,{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};
109,"Tất cả điều ok ngoài camera chụp xấu tệ
cam trước và sau điều chụp xấu
.Không có gì đặc sắc",3,20/04/2019,{CAMERA#Negative};{GENERAL#Positive};
110,"Máy thấy cũng tạm được, camera chụp cũng thấy đẹp mỗi tội khi zoom lên thì thấy xuất hiện nhiều noi và bệt quá, chỉ thấy đẹp khi chụp ở ngoài trời thôi 😔😔😔",2,31/07/2020,{CAMERA#Neutral};{GENERAL#Neutral};
111,Chỉ tiếc loa ngoài nghe nhạc bị rè rè .K tin xài đi sẽ biết nó tệ thế nào.☠️☠️☠️,2,21/10/2019,{FEATURES#Negative};{OTHERS};
112,"Mìh mua Oppo reno 4 đc 2 ngày. Sao cứ sạc pin đầy, để qua đêm là bị tụt xuốg còn 84 % ko hiểu nổi luôn. Bị 2 lần liên tục như vậy",3,3 tuần trước,{BATTERY#Negative};
113,"mình mua đc 5 ngày rồi máy dùng ok dễ dùng, pin nếu sạc đầy m dùng đc 1.5 ngày nhưng chắc do m k chơi game, chỉ vào FB , ZL và Youtobe, vân tay k đc nhạy cho lắm . nhân viên tgdd nhiệt tình tư vấn và hòa nhã tư vấn nhiệt tình . TGDD lam sơn thọ xuân thanh hóa",4,5/2/2020,{FEATURES#Negative};{BATTERY#Neutral};{GENERAL#Positive};{SER&ACC#Positive};
114,Đt mới mua hết pin nhanh vỏ máy ộp ẹc ko chắc. Máy thì rất là nóng. Tính năng chủ đề ứng dụng toàn dùng phí,2,6/4/2020,{BATTERY#Negative};{PERFORMANCE#Negative};{DESIGN#Negative};
115,"Tôi vừa mua máy được 1 ngày, máy thường xuyên có hiện tượng giật lag , cảm ứng nhấn rất dễ không nhận, nhắn tin bị xót chữ . Đang chơi game mà có tin nhắn gửi tới là coi như lag cả máy luôn. Rất thất vọng về sản phẩm",1,15/03/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};{OTHERS};
116,"Pin 4k5 nhưng không trâu màn hình cảm ứng khi chơi game bắn súng không được tốt ( di tâm bị nhảy một đoạn nhỏ không được mượt nên không bắn được sniper ) , loa ngoài hơi nhỏ. Vì mua máy về chủ yếu để chơi game nên hơi thất vọng",3,1/6/2019,{FEATURES#Negative};{BATTERY#Negative};{GENERAL#Negative};
117,Cập Nhật phần mềm xong k thể kết nối wifi rất chi là bực minh. Đọc tin thì thấy hay mà mua xong dùng k hài lòng chút nào.,1,26/12/2019,{PERFORMANCE#Negative};{GENERAL#Negative};
118,"Thiết kế máy đẹp,sang trọng.dung lượng pin khủng chơi game rất khoái luôn.Bộ nhớ tha hồ dùng.sản phẩm rất ok",5,18/08/2018,{BATTERY#Positive};{PERFORMANCE#Positive};{STORAGE#Positive};{DESIGN#Positive};{GENERAL#Positive};
119,"Hơi nhanh hết pin
Chứ còn chơi game thì mượt mà nói chung chừ pin ra thì cũng ok",3,16/05/2020,{BATTERY#Negative};{PERFORMANCE#Positive};{GENERAL#Positive};
120,"M mới mua thấy máy cái gì cũng tốt ,chụp hình rất đẹp , nv bán hàng tại tgdd rất nhiệt tình",5,15/02/2020,{CAMERA#Positive};{GENERAL#Positive};{SER&ACC#Positive};
121,Sài 6 7 thang rôi mái rât ok . Khôg một ti trục chặc j hêt . Cái tụi mà chê nây chê kia cái oppo reno 2 f nây tui đó đéo biêt sài dt . Mấy cái thang đó cho nó sài 1280 nokia là vưa . Mọi phân khúc chen mái nầy sài mượt mà . Rất tốt . Máy sữ lý cưc ky nhanh . Ok lám,5,3/8/2020,{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};
122,"Hàng Việt Nam chất lượng Cao,dùng được 1 ngày khá sướng,pin khoẻ chiết tốt các loại game Liên Quân,FreeFire,PubgMobile,TFTMobile,TốcChiếnMobile,đáng giá tầm tiền đó bỏ ra,nếu hỗ trợ lên Android 10 5G thì tốt",5,15/02/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};
123,"Mọi thứ đều rất OK , nhân viên tư vấn nhiệt tình , sản phẩm dùng tốt , chụp hình tuyệt đẹp, máy chạy mướt ,pin xạc nhanh xài rất ổn",5,29/12/2019,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
124,"Máy đẹp mướt nhanh nhưng k hiểu sao máy mới mua đc 3 hôm tt pin còn có 99% nữa trong khi ng khác mua máy cũ cả năm tình trạng pin vẫn 100%, buồn!",3,7/1/2019,{BATTERY#Negative};{PERFORMANCE#Positive};{DESIGN#Positive};
125,"Sau sử dụng 1 thời gian, cảm thấy máy dùng mượt, pin khá trâu, camera thì khỏi chê luôn.",5,18/02/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{OTHERS};
126,"Camera 3 cái mà chụp xấu kinh khủng, chụp xa bị mờ. Chụp bình thường k có làm đẹp thêm cái đen thui. Có chế đọ chụp đêm k ẽo j cả. Ngoài ra mọi thứ ổn",2,12/12/2019,{CAMERA#Negative};{FEATURES#Negative};{GENERAL#Positive};
127,Pin 4500 mà sài chưa dk 1 ngày. Chỉ lướt fb vài tiếng.  Hối hận khi mua. Đổi thì nhân viên cứ bảo sài thêm để ổn định,1,9/8/2020,{BATTERY#Negative};{GENERAL#Negative};{SER&ACC#Negative};
128,"Tôi thích cái cảm biến mống mắt mà lại thiếu trên một siêu phẩm , độ bảo mật của nó tiện lợi và an toàn hơn quét vân tay . camera thì lồi quá cao",4,2 tuần trước,{FEATURES#Neutral};{DESIGN#Positive};
129,"Mới mua , máy dùng ngon pin dùng như pin 3000mHA vậy, chơi game tý là nóng máy, lướt web mượt",5,3/6/2019,{BATTERY#Neutral};{PERFORMANCE#Neutral};{GENERAL#Positive};
130,Chơi Liên quân khoảng 2 Tiếng la bi out Ra phải vào game lại.k biết do lỗi gì. shop kiểm tra VN lại,4,30/04/2020,{PERFORMANCE#Negative};
131,Mới mua xài dc 1 tuần máy ok.. chưa bị lỗi gì .. nghe nói xài 2 sim bắt yếu để thử . Hiện đang xài 1 sim.. máy cầm pin sạc nhanh.. chắc do mn xui lấy dc cái máy lỗi cùa nhà sản xuất,5,7/12/2019,{FEATURES#Neutral};{BATTERY#Positive};{OTHERS};
132,Trong lúc chơi game nó hay hiện cái viền xanh ngày nút thoát ko biết nó có bị lỗi gì ko anh,1,16/05/2020,{OTHERS};
133,"Đành là 3690n nhưng máy sam sung a10s xài quá tệ Mới mua 1thang Máy xài chán quá màn hình bị đơ liên tuc , màn hình nhay lung tung , tắt nguồn mở lại đc tý lai bị tiếp chán vô cùng trong khi ko chơi game  , trước giờ minh toàn xài sam sung nhưng chưa thấy náy nào mà tệ như máy nay uỗng tiền muốn đổi qua dòng khác xài quá",1,23/10/2019,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
134,Quá ngon trong tầm giá ! Máy đẹp màn hình sắc nét ! Nói chung là không chê điểm nào cả !,5,3 tuần trước,{SCREEN#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};
135,"Hết lỗi đơ màn hình hoặc đang xem video thì đứng hình (hình không chạy nhưng tiếng vẫn chạy) phải tắt màn hình mở lại, rồi lỗi phiên bản MIUI chưa cập nhật nên không hiển thị hết các mục trong Thanh trạng thái, giờ thêm lỗi camera
MIMUI chức năng không đa dạng và nhiều tiện ích như EMUI của Huawei",2,23/07/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{SER&ACC#Negative};
136,"Máy mượt, pin sạc nhanh ,trâu màn hình đẹp, ảnh đẹp... mới mua ngày 19 ban 8 .Nói chung máy phù hợp với giá tiền, các bạn nên mua.",5,22/04/2020,{SCREEN#Positive};{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};
137,"Hiệu suất máy sam sung không bàn tới. Máy bị các điểm trừ như sau:
- Thiết kế dở tệ: nút Volume và nút nguồn đều ở cùng bên phải, muốn chụp màn hình thì cần 2 tay. Muốn thao tác một tay hả, quên đi nhé.
- Camera ngoài mở rộng góc ra chả có gì thêm. Thậm chí không có cả emeoj",3,16/06/2020,{CAMERA#Negative};{PERFORMANCE#Neutral};{DESIGN#Negative};
138,Qua 7 ngày trải nghiệm.  Về cơ bản máy dùng ổn. Loa khá to. Chỉ có khả năng bắt sóng wifi và di động là còn hạn chế.,5,21/06/2020,{FEATURES#Neutral};{GENERAL#Positive};{OTHERS};
139,"sản phẩm sử dụng tốt, đúng là hàng apple có khác. pin trâu, màn hình hiển thị sắc nét. rất hài lòng.",5,26/08/2018,{SCREEN#Positive};{BATTERY#Positive};{GENERAL#Positive};
140,Sản phẩm cực tốt . pin trâu . hàng iphone không bao giờ rớt giá . xài yên tâm với hệ điều hành cực mượt . chơi game sướng,5,15/04/2018,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};
141,Sài hay bị lỗi lắm các bạn ơi đưng có mua mà rồi hối hận như minh nha máy mình phải đem đi bảo hành 3 lần kể từ khi dai được 6 tháng nó bị lỗi,1,8/3/2020,{GENERAL#Negative};
142,Mua được 2 ngày.mọi thứ đều đang khá ok.pin trâu.sài mựợt.tét thêm thời gian nửa rồi đánh giá tiểp,4,23/03/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};
143,"máy mới dùng 2 tháng, sạc pin xong máy nóng ran, không dùng nữa đi ngủ , sáng ra dùng được 20 phút máy lại nóng ran không hiểu nổi",2,2/3/2020,{BATTERY#Negative};{PERFORMANCE#Negative};
144,"Cam 64m mà quá tệ! Ảnh bị nhoè, máy quá nóng! Thực sự chán luôn!!! Nóng ko muốn cầm máy luôn! Cụm camera lồi ra rất xấu!",1,11/5/2020,{CAMERA#Negative};{PERFORMANCE#Negative};{DESIGN#Negative};{GENERAL#Negative};
145,Nếu tính ra có 1 số tính năng trênk j7 prime có mà cái này k có.. Điển hình như chia đôi màng hình.. Máy thì hay nóng,2,23/02/2020,{FEATURES#Negative};{PERFORMANCE#Negative};
146,Theo mình nó cũng có vài lỗi là chip khá yếu chụp hình cũng tạm chơi game khá lag màn hình hd+ và ko hỗ trợ sạc nhanh đối vs vài ng thì lỗi này khá lớn những ng ko đề cao chất lượng thì thấy sài vẫn oke nó vẫn còn thua xa nhiều dòng khác mà nó vậy thì cũng khá là oke mình thấy có rất nhiều ng chs nhưng mình dùng vẫn khá oke và nó vẫn bán rất chạy,4,26/07/2020,{SCREEN#Neutral};{PERFORMANCE#Negative};{GENERAL#Negative};{OTHERS};
147,"Mới mua 2 ngày, mua về update liền luôn, xài ngon lành chả bị gì pin 100% xài đến còn 18% onscreen 11 tiếng đúng, tác vụ nặng là chủ yếu: liên quân, lướt web fb ... pin trâu hơn cả con mi max trâu nhất mình từng xài. Chơi game mượt mà fps ổn định ở mức 60, chơi liên tục chỉ ấm lên chứ ko nóng. Đúng ra cái đt 9s này nên bán ở mức dưới 10tr, 6tr quá xứng đáng đồng tiền bát gạo",5,23/04/2020,{BATTERY#Positive};{PRICE#Positive};{GENERAL#Positive};
148,"Máy em mua hồi thứ 7 ,  mọi thứ đều rất tốt chỉ vô album ảnh  tải rất chậm chừng nữa phút đến một phút hơn luôn mới tải được vài tấm .",4,12/8/2020,{PERFORMANCE#Negative};{GENERAL#Positive};
149,Mình mới mua đc vài ngày nhưng xài cảm thấy rất tốt.chơi liên quân xài 4g rất mượt ko nóng máy.còn chơi Call of Duty hơi nóng.pin trâu mà sạc nhanh,4,1/2/2020,{BATTERY#Positive};{PERFORMANCE#Neutral};{GENERAL#Positive};
150,"Chưa hề thất vọng về dòng note, note 10+ quá đỉnh, xài ok lắm nhe ae, pin trâu máy mạnh, camera thì quá xuất sắc",5,4 tuần trước,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
151,"Dùng đươc 3 tháng ,hiệu năng xử lý thua redmi not 8 mặc dù đc trang bị 6gd ram ,chơi pupg cũng như liên quân thì lag kinh khủng , chán thật , ai chưa mua thì không nên mua , 8tr uổn phí",1,5/6/2020,{PERFORMANCE#Negative};{PRICE#Negative};{OTHERS};
152,đáng đồng tiền mua rất ok xài 6tháng pin vẫn trâu tóm lại hợp lí cho quả màn  thi ok,5,3 tuần trước,{SCREEN#Positive};{BATTERY#Positive};{PRICE#Positive};{GENERAL#Positive};
153,"Mới mua hum nay cảm thấy OK camera chụp đẹp, mượt chơi game khỏi phải nói cảm thích khi mua đúng",5,19/05/2019,{CAMERA#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
154,Sóng yếu khi vào phòng kín .có được 1 đến2 gạch sóng mà thôi. Máy của ông anh đang sài cũng vậy luôn. Cái này nhà sản xuất phải xem lại. Đừng để mất niềm tin khách hàng là mệt!!!,1,12/6/2020,{FEATURES#Negative};{OTHERS};
155,Máy ngon nhưng chơi game rất nóng + pin tụt nhanh mặc dù mới sử dụng đc vài tháng,3,22/06/2019,{BATTERY#Negative};{PERFORMANCE#Negative};{GENERAL#Positive};
156,Vào youtube khi xem bình luận lại lướt lên không được. Còn hệ thống bán hàng có lẽ gần tết bận rộn nên hơi chậm,3,15/01/2020,{PERFORMANCE#Negative};{SER&ACC#Negative};
157,Mới mua hồi chìu nói chung trong tầm giá 5tr790 thì not 8 pro k cần phải chê vào đâu đc chiến game mượt mà chụp hình chuẩn pin trâu sạc thì nhah . Nhân viên nhiệt tình .. 😉,5,31/12/2019,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};
158,"Mới mua xong, theo mình đánh giá. Dt hơi nhỏ, thao tác bị chậm,  Mặt sau mong manh , camera trước cực mờ, có thể gọi là trẻ em như búp trên cành, khá mong manh , . So với một e Motorola cùng phân khúc thì thua. 
Và sau tất cả chỉ cần tỉ lệ nội địa cao thì thua nữa mình vẫn thấy vui khi dùng. Còn về pin thì mới mua nên chưa kiểm được nên để sau",3,15/08/2019,{CAMERA#Negative};{BATTERY#Neutral};{PERFORMANCE#Negative};{DESIGN#Negative};{GENERAL#Negative};{SER&ACC#Negative};
159,Lỗi camera pop up rùi ad ợ thụt hết rồi vẫn còn thừa vòng tua haizzz nghi ngờ về độ bền nha.,3,23/02/2020,{CAMERA#Negative};
160,"Pin dung lượng lớn nhưng nhanh hết.cảm biến vân tay trong màng hình quá tệ, tay khô ráo bình thường mà mở hoài ko lên.",2,12/1/2020,{FEATURES#Negative};{BATTERY#Negative};
161,"Mình mua từ 28 tết đến giờ, hôm nay 19/2 dương lịch.
Chán kinh dị luôn. Máy lag, cảm ứng vân tay lúc được lúc không, bàn phím chậm thôi rồi. Load vào bộ sưu tập ảnh phải đợi 1 lúc mới hiện hồn.
Được cái ưu điểm pin trâu, sạc nhanh, chụp ảnh ok.",1,19/02/2020,{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Negative};{GENERAL#Negative};
162,"Mình mới mua 2 ngày chưa tải game nặng, cảm thấy mượt , loa to, cam ổn, mình chạy shipper luôn bật màn hình độ sáng tầm 20% thì 8-9-10 phút hết 1%. Nhân viên thegioididong nhiệt tình.",5,12/8/2020,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{SER&ACC#Positive};
163,Điện thoại mất sóng 4G liên tục.đem bảo hành tại xiaomi báo không bị lỗi về vài tiếng là bị lại.(có hình chụp video lưu lại rõ ràng)mọi người không nên mua quá thất vọng về xiaomi.bù lại nhân viên tại thế giới di động phục vụ tốt nhiệt tình,1,12/11/2019,{FEATURES#Negative};{GENERAL#Negative};{SER&ACC#Neutral};{OTHERS};
164,"Vừa chuyển từ iphone qua, cảm nhận máy nhanh, mát, rất xứng đáng để dùng. Quá tốt trong  tầm giá 6tr.",5,14/05/2020,{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
165,"Sử dụng hơn 3 tháng thấy máy rất tốt , dùng 2 ngày mới sạc lần , lần sạc 2-3 tiếng là đầy. Rất thích dark mode.",5,5/8/2020,{FEATURES#Positive};{BATTERY#Positive};{GENERAL#Positive};
166,"Máy sử dung tốt, camera đẹp đặc biệt có chế độ quay siêu chậm 960fps bắt trọn từng khoảnh khắc!",5,29/12/2019,{CAMERA#Positive};{GENERAL#Positive};
167,"Sao mình thấy loa rè thế nhỉ có bị sao  không nhỉ.Nhìn chung chụp ảnh đẹp trong tầm giá, chỉ tiếc là pin tụt hơi nhanh. Dùng đc hơn tuần cảm giác mấy mượt khi đọc báo ,xem phim,lướt web. Cứ cho tạm 4 sao",4,29/07/2020,{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Positive};{PRICE#Neutral};
168,"Sản phẩm mượt mà , màn hình quá đẹp và mình sử dụng camera live stream rất sáng và rõ",5,24/04/2020,{SCREEN#Positive};{CAMERA#Positive};{PERFORMANCE#Positive};
169,"Máy ok chỉ mỗi tội màn ám vàng quá, màu đen bóng đẹp nhưng dể xước lông mèo. Màn hình ám vàng nên ko đẹp bằng dòng 6s và 6s plus.",4,18/05/2017,{SCREEN#Negative};{DESIGN#Neutral};{GENERAL#Positive};
170,"Tầm trung con này là ngon nhất rồi dùng quá ok, lướt web max ping. ncl ổn ae nên mua",5,3/5/2020,{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
